phone_id,phone_number,phone_type,owner_person_id,service_provider,status,case_id
PH00404,+91-8373647496,Landline,P00509,MetroWave Communications,Active,C0035
PH00405,+91-8924532278,Mobile,P00510,BSNL,Active,C0035
PH00406,+91-7562299645,Mobile,P00511,BSNL,Active,C0035
PH00407,+91-9404482304,Mobile,P00515,Airtel,Active,C0035
PH00408,+91-7535826792,Mobile,P00517,Vi,Active,C0035
PH00409,+91-8147610141,Mobile,P00518,Airtel,Active,C0035
PH00410,+91-9691471174,Mobile,P00519,MetroWave Communications,Inactive,C0035
PH00411,+91-9147515192,Mobile,P00520,Jio,Active,C0035
PH00412,+91-9935110040,Mobile,P00520,Airtel,Active,C0035
PH00413,+91-9107786060,Mobile,P00521,MetroWave Communications,Inactive,C0035
PH00414,+91-9853987292,Mobile,P00524,Airtel,Active,C0036
PH00415,+91-7405227328,Mobile,P00526,MetroWave Communications,Inactive,C0036
PH00416,+91-8542031532,Mobile,P00528,Jio,Active,C0036
PH00417,+91-9959715416,Mobile,P00530,BSNL,Active,C0037
PH00418,+91-7185148543,Mobile,P00531,Airtel,Inactive,C0037
PH00419,+91-9384473493,Mobile,P00533,MetroWave Communications,Active,C0037
PH00420,+91-8137333832,Mobile,P00535,BSNL,Active,C0037
PH00421,+91-9805933178,Mobile,P00537,Vi,Active,C0037
PH00422,+91-9960528551,Mobile,P00538,MetroWave Communications,Inactive,C0037
PH00423,+91-9828328384,Mobile,P00538,BSNL,Inactive,C0037
PH00424,+91-9923555277,Mobile,P00539,Airtel,Active,C0037
PH00425,+91-8542630432,Mobile,P00541,MetroWave Communications,Active,C0037
PH00426,+91-7351402677,Mobile,P00542,Vi,Active,C0037
PH00427,+91-7349992286,Mobile,P00543,BSNL,Active,C0037
PH00428,+91-7439275429,Mobile,P00544,Jio,Active,C0037
PH00429,+91-9776958414,Mobile,P00545,BSNL,Inactive,C0037
PH00430,+91-9288132099,Landline,P00548,MetroWave Communications,Active,C0037
PH00431,+91-7556786523,Mobile,P00549,Vi,Inactive,C0037
PH00432,+91-8725789719,Mobile,P00552,Jio,Active,C0037
PH00433,+91-7917582434,Mobile,P00553,Vi,Active,C0037
PH00434,+91-7663844322,Mobile,P00554,MetroWave Communications,Active,C0037
PH00435,+91-9492988938,Mobile,P00554,BSNL,Active,C0037
PH00436,+91-9000458956,Mobile,P00556,BSNL,Active,C0038
PH00437,+91-7106789946,Mobile,P00558,BSNL,Active,C0038
PH00438,+91-7794280041,Mobile,P00559,MetroWave Communications,Active,C0038
PH00439,+91-8415767945,Mobile,P00561,Jio,Active,C0038
PH00440,+91-9657891112,Mobile,P00562,Jio,Active,C0038
PH00441,+91-9229668637,Mobile,P00563,Jio,Active,C0038
PH00442,+91-9814869443,Landline,P00564,MetroWave Communications,Active,C0038
PH00443,+91-8510818682,Mobile,P00565,BSNL,Active,C0038
PH00444,+91-8643452092,Mobile,P00566,Airtel,Active,C0038
PH00445,+91-8489733615,Mobile,P00567,Jio,Active,C0038
PH00446,+91-8288972269,Mobile,P00571,Vi,Active,C0038
PH00447,+91-7484596663,Mobile,P00575,Jio,Active,C0039
PH00448,+91-9057508887,Mobile,P00576,MetroWave Communications,Active,C0039
PH00449,+91-9544887749,Mobile,P00578,MetroWave Communications,Active,C0039
PH00450,+91-8754283160,Mobile,P00579,MetroWave Communications,Active,C0039
PH00451,+91-9541003573,Mobile,P00580,Jio,Active,C0039
PH00452,+91-8597373792,Mobile,P00581,MetroWave Communications,Active,C0039
PH00453,+91-9493995501,Mobile,P00582,Vi,Active,C0040
PH00454,+91-7983024744,Mobile,P00585,Jio,Inactive,C0040
PH00455,+91-9664366748,Mobile,P00586,MetroWave Communications,Active,C0040
PH00456,+91-7440900731,Mobile,P00587,MetroWave Communications,Active,C0040
PH00457,+91-8247152759,Mobile,P00588,Vi,Active,C0040
PH00458,+91-8170511642,Mobile,P00589,Vi,Active,C0040
PH00459,+91-9158146011,Mobile,P00591,Vi,Inactive,C0040
PH00460,+91-7914056328,Mobile,P00593,Airtel,Active,C0040
PH00461,+91-7060859449,Mobile,P00593,MetroWave Communications,Inactive,C0040
PH00462,+91-8055409562,Mobile,P00594,BSNL,Active,C0040
PH00463,+91-8958446897,Mobile,P00595,Vi,Active,C0041
PH00464,+91-7669169078,Mobile,P00596,Airtel,Active,C0041
PH00465,+91-7462315579,Mobile,P00597,Airtel,Active,C0042
PH00466,+91-8701967537,Landline,P00072,BSNL,Active,C0043
PH00467,+91-8293476963,Mobile,P00599,BSNL,Inactive,C0043
PH00468,+91-8263340688,Mobile,P00600,MetroWave Communications,Active,C0043
PH00469,+91-8786755695,Mobile,P00601,MetroWave Communications,Active,C0043
PH00470,+91-8158125822,Mobile,P00602,MetroWave Communications,Active,C0043
PH00471,+91-9834623641,Mobile,P00603,Airtel,Active,C0043
PH00472,+91-9273518685,Mobile,P00603,BSNL,Inactive,C0043
PH00473,+91-9388355145,Mobile,P00604,Airtel,Active,C0043
PH00474,+91-9214339263,Landline,P00605,Airtel,Active,C0043
PH00475,+91-9818905253,Mobile,P00606,BSNL,Active,C0043
PH00476,+91-8705437163,Mobile,P00607,Vi,Active,C0043
PH00477,+91-8904979009,Mobile,P00608,BSNL,Active,C0043
PH00478,+91-7524058388,Mobile,P00609,Jio,Active,C0043
PH00479,+91-8199215468,Mobile,P00102,Vi,Active,C0044
PH00480,+91-7493209785,Mobile,P00612,Jio,Inactive,C0044
PH00481,+91-8137106901,Mobile,P00614,Vi,Active,C0045
PH00482,+91-8668932283,Mobile,P00615,Jio,Active,C0045
PH00483,+91-9428141798,Mobile,P00616,Airtel,Inactive,C0045
PH00484,+91-7800612603,Mobile,P00617,MetroWave Communications,Active,C0045
PH00485,+91-9269567768,Mobile,P00618,Vi,Active,C0045
PH00486,+91-9702602520,Mobile,P00620,MetroWave Communications,Active,C0045
PH00487,+91-9639027999,Mobile,P00621,Vi,Inactive,C0045
PH00488,+91-7729313633,Mobile,P00622,Vi,Active,C0045
PH00489,+91-7111100697,Mobile,P00623,MetroWave Communications,Active,C0045
PH00490,+91-8489231928,Mobile,P00624,BSNL,Active,C0045
PH00491,+91-9946378303,Mobile,P00626,MetroWave Communications,Active,C0045
PH00492,+91-8301055902,Mobile,P00627,MetroWave Communications,Active,C0045
PH00493,+91-7808242384,Mobile,P00629,MetroWave Communications,Active,C0045
PH00494,+91-7232545818,Mobile,P00630,MetroWave Communications,Inactive,C0045
PH00495,+91-8965470672,Mobile,P00632,MetroWave Communications,Active,C0045
PH00496,+91-9466553233,Mobile,P00633,Jio,Inactive,C0045
PH00497,+91-8988275578,Mobile,P00635,BSNL,Active,C0045
PH00498,+91-8414652748,Mobile,P00640,Vi,Active,C0045
PH00499,+91-9512784305,Mobile,P00640,Jio,Active,C0045
PH00500,+91-9849188740,Mobile,P00641,MetroWave Communications,Inactive,C0045
PH00501,+91-7596130099,Mobile,P00642,MetroWave Communications,Inactive,C0045
PH00502,+91-9264393278,Mobile,P00643,MetroWave Communications,Active,C0046
PH00503,+91-7916353071,Mobile,P00644,Vi,Active,C0046
PH00504,+91-8085157625,Mobile,P00645,Airtel,Active,C0046
PH00505,+91-8605806945,Mobile,P00646,Jio,Inactive,C0046
PH00506,+91-8742334183,Mobile,P00646,BSNL,Active,C0046
PH00507,+91-8247361724,Mobile,P00647,MetroWave Communications,Active,C0046
PH00508,+91-7692890843,Mobile,P00648,Jio,Active,C0046
PH00509,+91-7422009027,Mobile,P00649,Airtel,Active,C0046
PH00510,+91-9980571975,Mobile,P00650,BSNL,Active,C0046
PH00511,+91-7398539616,Mobile,P00651,MetroWave Communications,Active,C0046
PH00512,+91-9118436386,Mobile,P00657,Jio,Inactive,C0046
PH00513,+91-8623701594,Mobile,P00658,BSNL,Active,C0046
PH00514,+91-8113284042,Mobile,P00659,BSNL,Inactive,C0046
PH00515,+91-9334064787,Mobile,P00660,Airtel,Active,C0046
PH00516,+91-8443226239,Mobile,P00663,Vi,Active,C0046
PH00517,+91-9864165403,Mobile,P00664,Airtel,Active,C0046
PH00518,+91-8978543264,Mobile,P00665,MetroWave Communications,Active,C0047
PH00519,+91-8879093393,Mobile,P00666,BSNL,Active,C0047
PH00520,+91-8385105068,Mobile,P00667,Jio,Active,C0047
PH00521,+91-9465583175,Mobile,P00669,Airtel,Active,C0047
PH00522,+91-9468436561,Mobile,P00670,BSNL,Active,C0048
PH00523,+91-7012277661,Mobile,P00671,MetroWave Communications,Active,C0048
PH00524,+91-8413583381,Mobile,P00251,Airtel,Active,C0049
PH00525,+91-9397207875,Mobile,P00672,Airtel,Active,C0049
PH00526,+91-9621498206,Mobile,P00673,Jio,Active,C0050
PH00527,+91-8048674640,Mobile,P00675,Vi,Active,C0050
PH00528,+91-7213219374,Mobile,P00676,Jio,Active,C0050
PH00529,+91-7532597063,Mobile,P00678,BSNL,Active,C0050
PH00530,+91-9145511128,Mobile,P00680,BSNL,Active,C0050
PH00531,+91-8604994018,Mobile,P00681,Airtel,Active,C0050
PH00532,+91-8708503844,Mobile,P00682,MetroWave Communications,Active,C0050
PH00533,+91-8159000606,Mobile,P00683,Jio,Active,C0050
PH00534,+91-9184050969,Mobile,P00684,Airtel,Active,C0050
PH00535,+91-7315512665,Mobile,P00685,Vi,Active,C0050
PH00536,+91-9341358990,Mobile,P00686,Airtel,Active,C0050
PH00537,+91-8482151348,Mobile,P00688,MetroWave Communications,Active,C0050
PH00538,+91-8685293167,Landline,P00689,Jio,Active,C0050
PH00539,+91-8201382530,Mobile,P00690,Jio,Inactive,C0050
PH00540,+91-8680529638,Mobile,P00691,MetroWave Communications,Active,C0050
PH00541,+91-8486327835,Mobile,P00692,BSNL,Active,C0050
PH00542,+91-9812192106,Mobile,P00693,Vi,Active,C0050
PH00543,+91-8476338798,Mobile,P00694,Airtel,Active,C0050
PH00544,+91-8899188085,Mobile,P00695,BSNL,Active,C0050
PH00545,+91-9703629390,Mobile,P00696,BSNL,Active,C0051
PH00546,+91-8625364368,Mobile,P00698,Jio,Inactive,C0051
PH00547,+91-8276044938,Mobile,P00699,Airtel,Inactive,C0051
PH00548,+91-9347120623,Mobile,P00700,BSNL,Active,C0051
PH00549,+91-9548968808,Mobile,P00700,Airtel,Active,C0051
PH00550,+91-9594989494,Mobile,P00701,BSNL,Active,C0051
PH00551,+91-9615138208,Mobile,P00498,Airtel,Active,C0052
PH00552,+91-7971662185,Mobile,P00702,MetroWave Communications,Active,C0052
PH00553,+91-7297436678,Mobile,P00703,BSNL,Inactive,C0052
PH00554,+91-8245462416,Mobile,P00704,BSNL,Active,C0052
PH00555,+91-7273335788,Mobile,P00706,BSNL,Active,C0052
PH00556,+91-7800112377,Mobile,P00707,Jio,Active,C0052
PH00557,+91-8435999384,Mobile,P00708,Vi,Active,C0052
PH00558,+91-7856505054,Mobile,P00709,BSNL,Active,C0052
PH00559,+91-7984532483,Mobile,P00711,MetroWave Communications,Active,C0052
PH00560,+91-9286572594,Mobile,P00714,Vi,Active,C0052
PH00561,+91-8198147640,Mobile,P00716,MetroWave Communications,Inactive,C0052
PH00562,+91-9806576897,Mobile,P00718,Airtel,Active,C0052
PH00563,+91-7620138459,Landline,P00719,BSNL,Active,C0052
PH00564,+91-7703858311,Mobile,P00723,Jio,Active,C0052
PH00565,+91-7135164995,Mobile,P00724,Vi,Active,C0052
PH00566,+91-7303695879,Mobile,P00725,Jio,Active,C0052
PH00567,+91-8766193987,Mobile,P00725,BSNL,Active,C0052
PH00568,+91-8546511059,Mobile,P00726,Jio,Active,C0053
PH00569,+91-7201737175,Mobile,P00729,BSNL,Inactive,C0054
PH00570,+91-7750522129,Mobile,P00731,Airtel,Active,C0054
PH00571,+91-8625689522,Mobile,P00732,Vi,Active,C0054
PH00572,+91-7839825802,Mobile,P00734,BSNL,Active,C0054
PH00573,+91-9075652695,Mobile,P00735,Vi,Active,C0054
PH00574,+91-8603442878,Landline,P00736,Vi,Active,C0054
PH00575,+91-7981652442,Mobile,P00737,MetroWave Communications,Active,C0054
PH00576,+91-8019728682,Mobile,P00738,Jio,Active,C0054
PH00577,+91-8150920443,Mobile,P00739,Airtel,Active,C0054
PH00578,+91-7274470874,Mobile,P00740,Jio,Active,C0054
PH00579,+91-8552684930,Mobile,P00742,BSNL,Inactive,C0054
PH00580,+91-8798860032,Mobile,P00745,Vi,Active,C0055
PH00581,+91-9784091517,Mobile,P00746,Airtel,Active,C0055
PH00582,+91-9510867646,Mobile,P00748,Airtel,Active,C0055
PH00583,+91-9161748066,Mobile,P00749,BSNL,Active,C0055
PH00584,+91-8882246798,Landline,P00750,BSNL,Active,C0055
PH00585,+91-9894904586,Mobile,P00751,BSNL,Active,C0055
PH00586,+91-9952575029,Mobile,P00752,BSNL,Active,C0055
PH00587,+91-8847237359,Mobile,P00753,Jio,Active,C0055
PH00588,+91-7881851237,Mobile,P00754,BSNL,Active,C0055
PH00589,+91-8976711532,Mobile,P00755,Airtel,Active,C0056
PH00590,+91-8705033659,Mobile,P00756,Airtel,Active,C0056
PH00591,+91-7513548494,Mobile,P00757,BSNL,Active,C0056
PH00592,+91-9735055149,Mobile,P00757,Vi,Active,C0056
PH00593,+91-7287951405,Mobile,P00760,Vi,Active,C0056
PH00594,+91-9309054981,Mobile,P00761,MetroWave Communications,Active,C0056
PH00595,+91-7725445606,Mobile,P00765,BSNL,Active,C0056
PH00596,+91-7813739825,Mobile,P00766,Jio,Inactive,C0056
PH00597,+91-7338116567,Mobile,P00768,Jio,Active,C0056
PH00598,+91-9615772047,Mobile,P00769,Vi,Inactive,C0056
PH00599,+91-7891903601,Mobile,P00769,Jio,Active,C0056
PH00600,+91-8709760179,Mobile,P00770,Jio,Active,C0056
PH00601,+91-9767481099,Mobile,P00770,Jio,Inactive,C0056
PH00602,+91-9452669761,Mobile,P00771,Airtel,Active,C0056
PH00603,+91-9029327104,Mobile,P00534,Airtel,Inactive,C0057
PH00604,+91-8559030424,Mobile,P00772,MetroWave Communications,Active,C0057
PH00605,+91-8777565378,Mobile,P00773,MetroWave Communications,Active,C0057
PH00606,+91-8347287122,Mobile,P00775,Jio,Active,C0057
PH00607,+91-7411409773,Mobile,P00776,Airtel,Active,C0057
PH00608,+91-7803892204,Mobile,P00778,BSNL,Active,C0057
PH00609,+91-8381944854,Mobile,P00779,BSNL,Active,C0057
PH00610,+91-9330323981,Mobile,P00780,MetroWave Communications,Active,C0057
PH00611,+91-9300031415,Mobile,P00781,Jio,Active,C0057
PH00612,+91-8994788183,Mobile,P00782,Jio,Inactive,C0057
PH00613,+91-7256815344,Mobile,P00783,MetroWave Communications,Active,C0057
PH00614,+91-9716837735,Mobile,P00787,Vi,Inactive,C0057
PH00615,+91-7234573927,Mobile,P00789,Jio,Active,C0057
PH00616,+91-7338685731,Mobile,P00791,Jio,Active,C0057
PH00617,+91-9457169683,Mobile,P00793,Jio,Active,C0057
PH00618,+91-7635066350,Mobile,P00796,BSNL,Active,C0057
PH00619,+91-7386260063,Mobile,P00798,Jio,Inactive,C0057
PH00620,+91-8114920402,Mobile,P00799,Airtel,Active,C0057
PH00621,+91-8366433422,Mobile,P00800,Vi,Active,C0057
PH00622,+91-8407472117,Mobile,P00801,Vi,Active,C0057
PH00623,+91-8003487175,Landline,P00803,MetroWave Communications,Active,C0057
PH00624,+91-9374310880,Mobile,P00804,Airtel,Active,C0057
PH00625,+91-7336057805,Mobile,P00805,Jio,Active,C0058
PH00626,+91-9066885431,Mobile,P00806,BSNL,Active,C0058
PH00627,+91-8024629517,Mobile,P00807,Jio,Active,C0058
PH00628,+91-8783562857,Mobile,P00808,Jio,Inactive,C0058
PH00629,+91-7416092579,Mobile,P00810,Airtel,Active,C0058
PH00630,+91-9344600093,Mobile,P00812,Vi,Active,C0058
PH00631,+91-9372849412,Mobile,P00813,BSNL,Active,C0058
PH00632,+91-7404300943,Mobile,P00814,BSNL,Active,C0058
PH00633,+91-7169901618,Mobile,P00815,Jio,Inactive,C0058
PH00634,+91-8489371612,Mobile,P00816,MetroWave Communications,Active,C0058
PH00635,+91-9753957785,Mobile,P00817,BSNL,Active,C0058
PH00636,+91-8196210421,Mobile,P00819,Airtel,Active,C0058
PH00637,+91-8963304221,Mobile,P00820,Jio,Active,C0058
PH00638,+91-9528808017,Mobile,P00822,MetroWave Communications,Active,C0058
PH00639,+91-9587651090,Landline,P00822,Jio,Inactive,C0058
PH00640,+91-9968156729,Mobile,P00823,Airtel,Active,C0058
PH00641,+91-7886612802,Mobile,P00823,Airtel,Active,C0058
PH00642,+91-7698154105,Mobile,P00824,BSNL,Active,C0058
PH00643,+91-8524174516,Mobile,P00826,BSNL,Active,C0059
PH00644,+91-9546404898,Mobile,P00827,Jio,Active,C0059
PH00645,+91-8268003587,Mobile,P00830,Jio,Active,C0059
PH00646,+91-7716887784,Mobile,P00831,Jio,Active,C0059
PH00647,+91-9298600809,Landline,P00833,Jio,Inactive,C0059
PH00648,+91-7654716914,Mobile,P00835,BSNL,Active,C0059
PH00649,+91-8854968745,Mobile,P00837,MetroWave Communications,Active,C0059
PH00650,+91-7404748786,Mobile,P00838,MetroWave Communications,Inactive,C0059
PH00651,+91-9173384495,Landline,P00840,Vi,Active,C0059
PH00652,+91-9888055151,Mobile,P00841,Jio,Inactive,C0059
PH00653,+91-9026827821,Mobile,P00842,Vi,Inactive,C0059
PH00654,+91-7665510623,Mobile,P00843,BSNL,Active,C0059
PH00655,+91-7535867690,Mobile,P00844,Jio,Active,C0059
PH00656,+91-8994815314,Mobile,P00845,Jio,Active,C0059
PH00657,+91-7549626643,Mobile,P00846,BSNL,Active,C0059
PH00658,+91-9746035796,Mobile,P00849,Vi,Active,C0060
PH00659,+91-9284552981,Mobile,P00850,Vi,Active,C0060
PH00660,+91-7675924928,Mobile,P00851,Airtel,Active,C0060
PH00661,+91-8919210486,Mobile,P00853,BSNL,Active,C0060
PH00662,+91-7590851712,Landline,P00857,Airtel,Inactive,C0060
PH00663,+91-8092930942,Mobile,P00858,Airtel,Active,C0060
PH00664,+91-8982082709,Mobile,P00860,BSNL,Active,C0060
PH00665,+91-9968958394,Mobile,P00861,Airtel,Active,C0060
PH00666,+91-7096353340,Mobile,P00864,Jio,Active,C0060
PH00667,+91-8293844126,Mobile,P00865,Airtel,Active,C0060
PH00668,+91-7706120566,Mobile,P00865,MetroWave Communications,Active,C0060
PH00669,+91-9919245056,Mobile,P00866,BSNL,Active,C0060
PH00670,+91-8151957410,Mobile,P00867,MetroWave Communications,Inactive,C0060
PH00671,+91-8615938224,Landline,P00868,Airtel,Active,C0060
PH00672,+91-8539066813,Mobile,P00869,Vi,Active,C0060
PH00673,+91-8945755772,Mobile,P00869,Airtel,Active,C0060
PH00674,+91-8640230925,Mobile,P00870,Jio,Active,C0060
PH00675,+91-9701745741,Mobile,P00871,Vi,Active,C0060
PH00676,+91-9030201046,Mobile,P00871,Airtel,Active,C0060
PH00677,+91-7106881519,Mobile,P00873,Vi,Active,C0061
PH00678,+91-9701411611,Mobile,P00874,Vi,Inactive,C0061
PH00679,+91-9522966197,Mobile,P00875,MetroWave Communications,Active,C0061
PH00680,+91-8940226609,Mobile,P00878,MetroWave Communications,Active,C0061
PH00681,+91-8081520674,Mobile,P00878,Vi,Active,C0061
PH00682,+91-7781567641,Mobile,P00879,BSNL,Active,C0061
PH00683,+91-9126222898,Mobile,P00880,Airtel,Active,C0061
PH00684,+91-7564782296,Landline,P00885,Vi,Active,C0061
PH00685,+91-7662896957,Mobile,P00886,Airtel,Active,C0061
PH00686,+91-8863646087,Mobile,P00887,Jio,Active,C0061
PH00687,+91-8339433059,Mobile,P00888,Vi,Active,C0061
PH00688,+91-8339325939,Mobile,P00889,MetroWave Communications,Active,C0061
PH00689,+91-7572082926,Mobile,P00889,Vi,Active,C0061
PH00690,+91-9790084040,Mobile,P00890,Vi,Active,C0061
PH00691,+91-7493059578,Mobile,P00891,Vi,Active,C0061
PH00692,+91-7243084406,Mobile,P00893,Airtel,Active,C0062
PH00693,+91-8755982722,Mobile,P00893,MetroWave Communications,Active,C0062
PH00694,+91-9509383278,Mobile,P00894,Airtel,Active,C0062
PH00695,+91-7250625904,Mobile,P00896,BSNL,Active,C0062
PH00696,+91-9513195856,Mobile,P00897,Vi,Active,C0062
PH00697,+91-8646008059,Mobile,P00898,Airtel,Inactive,C0062
PH00698,+91-9065136609,Mobile,P00900,Airtel,Active,C0062
PH00699,+91-7010777824,Mobile,P00901,Jio,Active,C0062
PH00700,+91-8271374016,Mobile,P00901,Jio,Inactive,C0062
PH00701,+91-8945535017,Mobile,P00902,Jio,Inactive,C0062
PH00702,+91-9065550716,Mobile,P00903,Jio,Active,C0062
PH00703,+91-8827979627,Mobile,P00905,Airtel,Inactive,C0062
PH00704,+91-8960404127,Mobile,P00906,BSNL,Active,C0062
PH00705,+91-7204951079,Mobile,P00908,MetroWave Communications,Active,C0062
PH00706,+91-9151067574,Mobile,P00910,Jio,Active,C0062
PH00707,+91-7445036747,Mobile,P00912,Jio,Inactive,C0062
PH00708,+91-7771289738,Mobile,P00913,Jio,Active,C0062
PH00709,+91-8960135493,Mobile,P00914,MetroWave Communications,Active,C0062
PH00710,+91-8198886627,Mobile,P00915,Airtel,Inactive,C0062
PH00711,+91-9068200312,Mobile,P00916,BSNL,Active,C0062
PH00712,+91-9490015330,Mobile,P00917,MetroWave Communications,Active,C0062
PH00713,+91-7130776890,Mobile,P00919,Vi,Active,C0062
PH00714,+91-7522670674,Mobile,P00921,BSNL,Active,C0062
PH00715,+91-8306765576,Mobile,P00922,Vi,Active,C0062
PH00716,+91-7926728908,Mobile,P00924,MetroWave Communications,Inactive,C0062
PH00717,+91-9417159192,Mobile,P00928,Jio,Active,C0062
PH00718,+91-7826580162,Landline,P00929,MetroWave Communications,Active,C0062
PH00719,+91-9417329426,Mobile,P00930,BSNL,Active,C0062
PH00720,+91-8989852977,Mobile,P00933,MetroWave Communications,Active,C0062
PH00721,+91-9066831737,Mobile,P00934,Vi,Active,C0062
PH00722,+91-9215243200,Mobile,P00934,BSNL,Inactive,C0062
PH00723,+91-9123793336,Mobile,P00935,Vi,Active,C0062
PH00724,+91-9321152444,Mobile,P00936,BSNL,Active,C0062
PH00725,+91-8553516592,Mobile,P00937,BSNL,Active,C0062
PH00726,+91-9867239125,Mobile,P00938,Vi,Active,C0062
PH00727,+91-7815880591,Mobile,P00940,Vi,Active,C0062
PH00728,+91-8071793616,Mobile,P00941,MetroWave Communications,Inactive,C0062
PH00729,+91-7961701018,Mobile,P00813,Airtel,Active,C0063
PH00730,+91-8349960617,Mobile,P00944,Jio,Inactive,C0063
PH00731,+91-8203507380,Mobile,P00945,Vi,Active,C0063
PH00732,+91-9443527892,Mobile,P00945,Jio,Active,C0063
PH00733,+91-7036236423,Mobile,P00946,Jio,Active,C0063
PH00734,+91-7494282770,Mobile,P00947,Jio,Active,C0063
PH00735,+91-8430250337,Mobile,P00948,MetroWave Communications,Active,C0063
PH00736,+91-8680489303,Mobile,P00949,Airtel,Active,C0063
PH00737,+91-9292792715,Mobile,P00950,Airtel,Active,C0063
PH00738,+91-7456689021,Mobile,P00951,BSNL,Active,C0063
PH00739,+91-9302586618,Mobile,P00952,Airtel,Active,C0063
PH00740,+91-8784346074,Mobile,P00953,Vi,Active,C0063
PH00741,+91-9472121450,Mobile,P00954,Airtel,Active,C0063
PH00742,+91-9539761648,Mobile,P00956,Airtel,Active,C0063
PH00743,+91-7820550866,Mobile,P00961,Jio,Active,C0064
PH00744,+91-9745754366,Mobile,P00963,MetroWave Communications,Active,C0065
PH00745,+91-9997378778,Mobile,P00963,MetroWave Communications,Active,C0065
PH00746,+91-7076116325,Mobile,P00964,BSNL,Active,C0065
PH00747,+91-8601689991,Mobile,P00965,Airtel,Inactive,C0065
PH00748,+91-7166142533,Mobile,P00966,Airtel,Active,C0065
PH00749,+91-9294232984,Landline,P00967,Vi,Active,C0066
PH00750,+91-9862165870,Mobile,P00968,BSNL,Inactive,C0066
PH00751,+91-9253503850,Mobile,P00968,Jio,Active,C0066
PH00752,+91-8053848270,Mobile,P00969,MetroWave Communications,Active,C0066
PH00753,+91-8184853081,Mobile,P00971,BSNL,Active,C0066
PH00754,+91-9417579257,Landline,P00972,MetroWave Communications,Active,C0066
PH00755,+91-7723039538,Mobile,P00975,MetroWave Communications,Active,C0066
PH00756,+91-8412883897,Mobile,P00975,Jio,Active,C0066
PH00757,+91-9376208659,Mobile,P00976,BSNL,Active,C0066
PH00758,+91-9881804455,Mobile,P00977,Vi,Active,C0066
PH00759,+91-8236051130,Mobile,P00978,Jio,Active,C0066
PH00760,+91-8522759328,Mobile,P00979,Jio,Active,C0066
PH00761,+91-8423418310,Landline,P00981,Jio,Active,C0066
