finding_id,source_id,entity_id,entity_type,finding_type,content,timestamp,confidence,status,case_id
OF00184,OS0095,O0029,organization,Social Identity,OSINT record references business listing possibly linked to Highland Financial Solutions (O0029).,2024-03-18T04:56:42,0.86,Verified,C0051
OF00185,OS0095,P00699,person,Public Mention,OSINT record suggests online presence associated with Karan Khan (P00699).,2024-03-19T20:56:42,0.65,Disputed,C0051
OF00186,OS0095,P00701,person,Digital Footprint,OSINT record suggests online presence associated with Meera Naik (P00701).,2024-03-18T22:56:42,0.73,Review,C0051
OF00187,OS0096,P00697,person,Business Listing,OSINT record suggests online presence associated with Raj Shetty (P00697).,2024-09-19T10:00:18,0.5,Verified,C0051
OF00188,OS0096,P00701,person,Public Mention,OSINT record suggests online presence associated with Meera Naik (P00701).,2024-09-19T06:00:18,0.81,Review,C0051
OF00189,OS0096,P00700,person,Social Identity,OSINT record suggests online presence associated with Zoya Shetty (P00700).,2024-09-17T22:00:18,0.47,Verified,C0051
OF00190,OS0097,P00708,person,Public Mention,OSINT record suggests online presence associated with Mahi Shah (P00708).,2024-09-07T03:09:25,0.7,Disputed,C0052
OF00191,OS0098,P00715,person,Social Identity,OSINT record suggests online presence associated with Raj Nair (P00715).,2024-04-22T08:40:29,0.89,Verified,C0052
OF00192,OS0098,P00725,person,Business Listing,OSINT record suggests online presence associated with Dhruv Joshi (P00725).,2024-04-23T10:40:29,0.92,Disputed,C0052
OF00193,OS0098,P00708,person,Digital Footprint,OSINT record suggests online presence associated with Mahi Shah (P00708).,2024-04-22T13:40:29,0.72,Verified,C0052
OF00194,OS0099,P00713,person,Digital Footprint,OSINT record suggests online presence associated with Avni Singh (P00713).,2024-07-13T04:31:30,0.5,Disputed,C0052
OF00195,OS0099,P00498,person,Business Listing,OSINT record suggests online presence associated with Aditi Ghosh (P00498).,2024-07-12T14:31:30,0.63,Disputed,C0052
OF00196,OS0100,P00726,person,Public Mention,OSINT record suggests online presence associated with Naina Kapoor (P00726).,2024-08-20T09:33:33,0.84,Review,C0053
OF00197,OS0101,P00744,person,Digital Footprint,OSINT record suggests online presence associated with Simran Bhat (P00744).,2024-12-15T02:05:34,0.47,Verified,C0054
OF00198,OS0101,P00738,person,Social Identity,OSINT record suggests online presence associated with Naina Ghosh (P00738).,2024-12-16T13:05:34,0.84,Disputed,C0054
OF00199,OS0102,P00732,person,Public Mention,OSINT record suggests online presence associated with Arnav Desai (P00732).,2024-06-24T08:16:03,0.71,Disputed,C0054
OF00200,OS0102,P00737,person,Public Mention,OSINT record suggests online presence associated with Arjun Chavan (P00737).,2024-06-25T06:16:03,0.48,Verified,C0054
OF00201,OS0102,P00737,person,Public Mention,OSINT record suggests online presence associated with Arjun Chavan (P00737).,2024-06-25T12:16:03,0.55,Disputed,C0054
OF00202,OS0103,P00738,person,Business Listing,OSINT record suggests online presence associated with Naina Ghosh (P00738).,2024-08-28T10:42:57,0.56,Disputed,C0054
OF00203,OS0103,P00729,person,Social Identity,OSINT record suggests online presence associated with Tara Sethi (P00729).,2024-08-27T15:42:57,0.57,Review,C0054
OF00204,OS0104,P00753,person,Digital Footprint,OSINT record suggests online presence associated with Sameer Pillai (P00753).,2024-06-11T06:24:23,0.5,Verified,C0055
OF00205,OS0105,O0032,organization,Social Identity,OSINT record references business listing possibly linked to Regal Enterprises (O0032).,2024-08-02T14:55:10,0.66,Disputed,C0056
OF00206,OS0105,P00762,person,Public Mention,OSINT record suggests online presence associated with Ritesh Desai (P00762).,2024-08-02T10:55:10,0.81,Review,C0056
OF00207,OS0106,P00765,person,Public Mention,OSINT record suggests online presence associated with Saurabh Gupta (P00765).,2024-07-16T18:56:35,0.74,Verified,C0056
OF00208,OS0107,P00534,person,Digital Footprint,OSINT record suggests online presence associated with Diya Patil (P00534).,2024-08-19T14:19:47,0.62,Disputed,C0057
OF00209,OS0107,P00785,person,Public Mention,OSINT record suggests online presence associated with Arnav Singh (P00785).,2024-08-18T20:19:47,0.59,Review,C0057
OF00210,OS0107,P00802,person,Business Listing,OSINT record suggests online presence associated with Trisha Mishra (P00802).,2024-08-18T15:19:47,0.69,Disputed,C0057
OF00211,OS0108,P00814,person,Social Identity,OSINT record suggests online presence associated with Vivek Nair (P00814).,2024-07-24T03:10:01,0.64,Disputed,C0058
OF00212,OS0108,P00813,person,Digital Footprint,OSINT record suggests online presence associated with Isha Nair (P00813).,2024-07-24T01:10:01,0.53,Review,C0058
OF00213,OS0108,P00813,person,Digital Footprint,OSINT record suggests online presence associated with Isha Nair (P00813).,2024-07-22T19:10:01,0.6,Review,C0058
OF00214,OS0109,P00818,person,Social Identity,OSINT record suggests online presence associated with Shreya Shetty (P00818).,2024-08-23T15:32:36,0.91,Review,C0058
OF00215,OS0109,P00810,person,Business Listing,OSINT record suggests online presence associated with Aanya Chavan (P00810).,2024-08-23T11:32:36,0.71,Review,C0058
OF00216,OS0110,P00837,person,Digital Footprint,OSINT record suggests online presence associated with Kunal Joshi (P00837).,2024-07-05T17:08:58,0.66,Review,C0059
OF00217,OS0110,P00837,person,Business Listing,OSINT record suggests online presence associated with Kunal Joshi (P00837).,2024-07-05T22:08:58,0.71,Verified,C0059
OF00218,OS0111,P00825,person,Public Mention,OSINT record suggests online presence associated with Varun Khan (P00825).,2024-04-05T15:27:17,0.46,Disputed,C0059
OF00219,OS0111,O0034,organization,Digital Footprint,OSINT record references business listing possibly linked to Sahyadri Financial Solutions (O0034).,2024-04-05T03:27:17,0.49,Disputed,C0059
OF00220,OS0111,P00827,person,Business Listing,OSINT record suggests online presence associated with Meera Saxena (P00827).,2024-04-06T01:27:17,0.56,Review,C0059
OF00221,OS0112,P00830,person,Digital Footprint,OSINT record suggests online presence associated with Dev Khan (P00830).,2024-03-03T21:27:29,0.8,Review,C0059
OF00222,OS0112,P00844,person,Digital Footprint,OSINT record suggests online presence associated with Yamini Saxena (P00844).,2024-03-04T13:27:29,0.48,Verified,C0059
OF00223,OS0113,P00851,person,Digital Footprint,OSINT record suggests online presence associated with Ishita Shah (P00851).,2024-04-08T12:44:21,0.45,Disputed,C0060
OF00224,OS0114,P00871,person,Public Mention,OSINT record suggests online presence associated with Aarav Jadhav (P00871).,2024-08-02T18:30:17,0.61,Review,C0060
OF00225,OS0114,P00862,person,Business Listing,OSINT record suggests online presence associated with Akash Das (P00862).,2024-08-03T17:30:17,0.69,Verified,C0060
OF00226,OS0115,P00866,person,Digital Footprint,OSINT record suggests online presence associated with Ananya Kapoor (P00866).,2024-12-02T03:46:13,0.85,Verified,C0060
OF00227,OS0116,P00870,person,Business Listing,OSINT record suggests online presence associated with Aarav Das (P00870).,2024-05-30T15:49:19,0.73,Verified,C0060
OF00228,OS0116,P00872,person,Business Listing,OSINT record suggests online presence associated with Aditi Shah (P00872).,2024-05-30T18:49:19,0.62,Review,C0060
OF00229,OS0117,P00891,person,Digital Footprint,OSINT record suggests online presence associated with Vivek Ghosh (P00891).,2024-07-15T05:03:43,0.91,Disputed,C0061
OF00230,OS0118,P00885,person,Public Mention,OSINT record suggests online presence associated with Pooja Thakur (P00885).,2024-02-12T13:25:35,0.66,Review,C0061
OF00231,OS0118,P00886,person,Digital Footprint,OSINT record suggests online presence associated with Nisha Patil (P00886).,2024-02-12T05:25:35,0.53,Disputed,C0061
OF00232,OS0118,P00882,person,Digital Footprint,OSINT record suggests online presence associated with Aman Verma (P00882).,2024-02-12T03:25:35,0.78,Disputed,C0061
OF00233,OS0119,P00881,person,Business Listing,OSINT record suggests online presence associated with Vidhi Ghosh (P00881).,2024-11-08T12:23:43,0.54,Verified,C0061
OF00234,OS0119,P00888,person,Social Identity,OSINT record suggests online presence associated with Trisha Saxena (P00888).,2024-11-07T07:23:43,0.57,Disputed,C0061
OF00235,OS0119,P00880,person,Social Identity,OSINT record suggests online presence associated with Nikhil Malhotra (P00880).,2024-11-08T10:23:43,0.75,Verified,C0061
OF00236,OS0120,P00901,person,Digital Footprint,OSINT record suggests online presence associated with Kiara Bansal (P00901).,2024-08-29T08:45:47,0.89,Disputed,C0062
OF00237,OS0121,O0036,organization,Digital Footprint,OSINT record references business listing possibly linked to Central Transport (O0036).,2024-06-06T05:09:51,0.81,Verified,C0063
OF00238,OS0121,P00948,person,Digital Footprint,OSINT record suggests online presence associated with Aniket Rao (P00948).,2024-06-06T13:09:51,0.7,Verified,C0063
OF00239,OS0121,O0036,organization,Business Listing,OSINT record references business listing possibly linked to Central Transport (O0036).,2024-06-06T14:09:51,0.84,Verified,C0063
OF00240,OS0122,P00942,person,Social Identity,OSINT record suggests online presence associated with Aniket Ghosh (P00942).,2024-07-26T14:10:38,0.64,Verified,C0063
OF00241,OS0122,O0036,organization,Business Listing,OSINT record references business listing possibly linked to Central Transport (O0036).,2024-07-25T08:10:38,0.79,Verified,C0063
OF00242,OS0122,P00957,person,Business Listing,OSINT record suggests online presence associated with Ishaan Patil (P00957).,2024-07-26T09:10:38,0.9,Disputed,C0063
OF00243,OS0123,P00945,person,Business Listing,OSINT record suggests online presence associated with Zoya Rao (P00945).,2024-10-23T03:26:07,0.86,Disputed,C0063
OF00244,OS0123,O0036,organization,Public Mention,OSINT record references business listing possibly linked to Central Transport (O0036).,2024-10-22T06:26:07,0.77,Disputed,C0063
OF00245,OS0124,P00955,person,Social Identity,OSINT record suggests online presence associated with Aniket Saxena (P00955).,2024-03-01T03:52:57,0.49,Verified,C0063
OF00246,OS0124,O0036,organization,Social Identity,OSINT record references business listing possibly linked to Central Transport (O0036).,2024-02-28T13:52:57,0.61,Review,C0063
OF00247,OS0125,P00961,person,Public Mention,OSINT record suggests online presence associated with Shreya Menon (P00961).,2024-08-03T02:48:43,0.91,Disputed,C0064
OF00248,OS0126,O0037,organization,Social Identity,OSINT record references business listing possibly linked to Sterling Logistics Pvt Ltd (O0037).,2024-07-22T06:35:43,0.86,Review,C0065
OF00249,OS0127,P00988,person,Business Listing,OSINT record suggests online presence associated with Kunal Thakur (P00988).,2024-08-24T06:22:09,0.64,Disputed,C0066
OF00250,OS0127,P00969,person,Public Mention,OSINT record suggests online presence associated with Vanya Thakur (P00969).,2024-08-24T09:22:09,0.55,Verified,C0066
OF00251,OS0128,O0038,organization,Digital Footprint,OSINT record references business listing possibly linked to Zenith Industrial Supplies (O0038).,2024-05-16T19:47:40,0.79,Verified,C0066
OF00252,OS0129,O0039,organization,Social Identity,OSINT record references business listing possibly linked to Western Realty Pvt Ltd (O0039).,2024-03-12T23:46:25,0.84,Disputed,C0067
OF00253,OS0129,O0039,organization,Digital Footprint,OSINT record references business listing possibly linked to Western Realty Pvt Ltd (O0039).,2024-03-14T15:46:25,0.82,Review,C0067
OF00254,OS0130,P01022,person,Digital Footprint,OSINT record suggests online presence associated with Rhea Mishra (P01022).,2024-08-04T03:01:21,0.88,Verified,C0068
OF00255,OS0131,P01011,person,Digital Footprint,OSINT record suggests online presence associated with Dhruv Singh (P01011).,2024-05-14T08:00:42,0.54,Disputed,C0068
OF00256,OS0131,P01017,person,Business Listing,OSINT record suggests online presence associated with Arjun Saxena (P01017).,2024-05-14T23:00:42,0.5,Disputed,C0068
OF00257,OS0132,P01005,person,Public Mention,OSINT record suggests online presence associated with Arjun Iyer (P01005).,2024-07-07T21:37:44,0.87,Review,C0068
OF00258,OS0133,P01027,person,Business Listing,OSINT record suggests online presence associated with Aditya Shetty (P01027).,2024-03-04T11:12:45,0.53,Review,C0069
OF00259,OS0133,P01026,person,Digital Footprint,OSINT record suggests online presence associated with Aditya Malhotra (P01026).,2024-03-04T12:12:45,0.79,Review,C0069
OF00260,OS0133,P01031,person,Public Mention,OSINT record suggests online presence associated with Ritesh Kapoor (P01031).,2024-03-04T03:12:45,0.72,Disputed,C0069
OF00261,OS0134,O0040,organization,Public Mention,OSINT record references business listing possibly linked to National Trade Import Export House (O0040).,2024-07-30T00:24:10,0.51,Verified,C0070
OF00262,OS0134,P01040,person,Digital Footprint,OSINT record suggests online presence associated with Saurabh Nair (P01040).,2024-07-30T21:24:10,0.9,Verified,C0070
OF00263,OS0134,P01040,person,Digital Footprint,OSINT record suggests online presence associated with Saurabh Nair (P01040).,2024-07-29T16:24:10,0.69,Review,C0070
OF00264,OS0135,P00236,person,Public Mention,OSINT record suggests online presence associated with Akash Saxena (P00236).,2024-07-17T08:11:39,0.74,Disputed,C0070
OF00265,OS0135,O0040,organization,Business Listing,OSINT record references business listing possibly linked to National Trade Import Export House (O0040).,2024-07-16T22:11:39,0.47,Disputed,C0070
OF00266,OS0135,O0040,organization,Social Identity,OSINT record references business listing possibly linked to National Trade Import Export House (O0040).,2024-07-16T11:11:39,0.61,Disputed,C0070
OF00267,OS0136,P00235,person,Public Mention,OSINT record suggests online presence associated with Manav Naik (P00235).,2024-08-16T12:45:44,0.47,Review,C0070
OF00268,OS0136,P01039,person,Digital Footprint,OSINT record suggests online presence associated with Tanvi Iyer (P01039).,2024-08-15T19:45:44,0.84,Verified,C0070
OF00269,OS0136,P01036,person,Social Identity,OSINT record suggests online presence associated with Manav Shah (P01036).,2024-08-16T08:45:44,0.65,Verified,C0070
OF00270,OS0137,P00217,person,Public Mention,OSINT record suggests online presence associated with Aanya Khan (P00217).,2024-08-29T12:27:43,0.7,Verified,C0070
OF00271,OS0137,P01039,person,Public Mention,OSINT record suggests online presence associated with Tanvi Iyer (P01039).,2024-08-29T15:27:43,0.79,Disputed,C0070
OF00272,OS0137,P01037,person,Digital Footprint,OSINT record suggests online presence associated with Vikram Thakur (P01037).,2024-08-28T16:27:43,0.54,Verified,C0070
OF00273,OS0138,P01042,person,Digital Footprint,OSINT record suggests online presence associated with Kiara Jadhav (P01042).,2024-07-29T14:15:06,0.76,Verified,C0071
OF00274,OS0139,P01056,person,Public Mention,OSINT record suggests online presence associated with Kavya Khan (P01056).,2024-10-01T12:05:28,0.63,Verified,C0072
